dataset_id,arm_id,hard_gate_pass,failed_gates,R,Q,P
regular32,u12_regular32,False,arcface_delta,0.10145821515470743,0.044496018636019485,-0.48294657027160587
regular32,u16_regular32,False,arcface_delta,0.21730907758076987,0.030926557921135966,-0.0863644887543754
sharpness_tail32,u12_tail32,False,sharpness,0.03423124551773071,-0.31368018861511904,0.18862572447412226
sharpness_tail32,u16_tail32,False,sharpness,0.07392818542818229,-0.27096016943192625,0.03316171915313162
