arm_id,sample_count,candidate_exact_one_count,e0,delta_e0,delta_edev,niqe,native_niqe,fid,native_fid,kid,native_kid,sharpness,native_sharpness,arcface_delta,arcface_delta_u95,hard_gate_pass,failed_gates,R,Q,P,pareto,selected,status
eta025_tail32,32,32,0.74346086778678,0.5430205489974469,0.21355978795327246,4.851137310051211,4.515442989246399,,,,,601.4003013202746,731.4308620120573,0.0016249781023907643,,False,e0;niqe;sharpness,-0.008718842950960001,-2.3569432080481256,0.9187510948804617,False,False,no_gate_survivor
eta05_tail32,32,32,0.8431301019154489,0.6426897831261158,0.2867052844376303,5.069286687543652,4.515442989246399,,,,,503.97521653769945,731.4308620120573,-0.0075821480703862345,,False,niqe;sharpness,0.12417346922059853,-4.538436982972538,1.3791074035193118,False,False,no_gate_survivor
